Team Name,blomgram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Name,Beevia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported By,Victor Peynado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,10/Aug/2026 09:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter,Sprints Contains 0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Id,Item Name,Description,Created On,Sprint,Created by,Tags,Completed On,Assignee,Status,Epic,Item Type,Priority,Start Date,End Date,Start After,Duration,Estimation Points,Release,Total Workhours,Work hours per owner,Work hours type,Parent Id,Sprint Type,Sprint Start Date,Sprint End Date,Comments,Created Time,Last Modified,Blocked by,Blocked On
BVA-I35,Take Selfie Capture Screen + Verify BVN Ownership Integration,"DescriptionIn-app cameracapture with a face-guide overlay; submits the selfie alongside the BVN forownership verification.API IntegrationPOST /api/v1/kyc/bvn/verify-ownershipRequest:{ bvn, method: ""face"", selfieImage: base64/data-URL }Acceptance Criteria● In-app camera view with an oval face-guideoverlay matching the Figma framing● ""Take Selfie"" captures,compresses/encodes the image (base64 or data-URL), and submits it with thepreviously-entered bvn and method: ""face""● Show the Verifying modal while therequest is in flight● On face_verification_failed, return to thisscreen with a retry affordance and clear guidance (e.g. ""We couldn'tverify your face, try again in better lighting"")● On method_unavailable, handle defensively witha fallback message directing the user to contact support● On success, the ownership-verificationresponse is the source of the KYC profile data auto-submitted, nouser-facing step happens between this screen and Wallet Ready beyond theVerifying modal",06/Jul/2026 05:29 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:29 PM,07/Aug/2026,,
BVA-I36,Wallet Ready / Confirmation Screen + Wallet Details Integration,"DescriptionFinalconfirmation screen of the banking path, displays the new NGN wallet's accountdetails, called after the KYC profile auto-submission completes.API IntegrationGET /api/v1/wallets/payin-detailsSuccess:200 — { account_number, account_name, bank_name } for the newly created NGNwallet Acceptance Criteria● Call GET /api/v1/wallets/payin-details afterKYC profile submission succeeds, and display the returned accountnumber, account name, and bank name● replace account placeholder text based on response● Copy icon next to the account number copies toclipboard with a confirmation toast● Share button opens the native share sheet withthe account details as text● Continue routes to the Chat screen: banking onboarding is complete",06/Jul/2026 05:31 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:31 PM,07/Aug/2026,,
BVA-I37,Post-Onboarding Routing to Chat Screen,"DescriptionEnsures everyvalid completion path, chat-only profile submit or banking wallet-ready, converges on the same Chat screen entry point, with the onboarding navigationstack fully cleared.Acceptance Criteria● Chat-only completion (Basic Info Screen(Chat-Only Path) + Submit Profile Integration success) routes tothe Chat screen● Banking completion (Wallet Ready / ConfirmationScreen + Wallet Details Integration Continue) routes to theChat screen● Onboarding navigation stack is cleared onentry, no back-swipe/back-button return into onboarding● Local onboarding-state cache is cleared/markedcomplete so app relaunch skips directly to the Chat screen without anunnecessary onboarding/state call (still verify session validity via GET/auth/me)",06/Jul/2026 05:34 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding Completion & Chat Entry,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:34 PM,07/Aug/2026,,
BVA-I65,Empty State for New Users (Home Screen),"Asa new user with no conversations yet, I want to see a clear starting pointinstead of a blank screen, so that I know what to do to start chatting.This is the first screen a brand new user lands on right after finishingonboarding. Implement the empty state UI on the Homescreen, shown only when the user has zero conversations, and automaticallyreplaced by the normal conversation list once they have at least one.Acceptance Criteria● A user with zero conversations sees adedicated empty state instead of a blank conversation list● The empty state clearly points the user towardstarting their first conversation As soon as the user has at least oneconversation, this empty state is automatically replaced by the normalconversation list",15/Jul/2026 10:26 AM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 10:26 AM,07/Aug/2026,,
BVA-I66,Empty State for New Users (Home Screen),"Design the empty state for theHome/conversation-list screen, shown only to users with zero conversations.Should include messaging and/or illustration that points the user towardstarting their first chat, and should connect visually to the contact discoveryflow​",15/Jul/2026 10:30 AM,0702,Fortune Okwu,,17/Jul/2026 04:57 PM,Philip Chidera,Done,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 10:30 AM,21/Jul/2026,,
BVA-I74,Per Conversation Read Receipts Toggle,"Asa user, I want to turn read receipts on or off for a specific conversation, sothat I can control whether that person sees when I've read their messages,without it affecting any of my other conversations.Most chatapps only let you control read receipts app-wide. Beevia is doing this per conversation instead.Acceptance Criteria● From a specific conversation's settings, auser can turn read receipts on or off for that conversation only● Read receipts are on by default for everyconversation, matching the existing delivered/read behavior already built, this is an opt-out setting, not opt-in● When turned off for a conversation, the otherparticipant stops seeing a ""read"" status for that user's messages inthat conversation, their messages appear as delivered, not read, even onceactually read● Turning read receipts off for a conversationalso removes that user's own visibility into the other participant's readstatus for that same conversation, matching the standard reciprocal pattern(you only see theirs if you're also sharing yours).● The change applies immediately going forward;when turned off, previously-shown ""read"" statuses for thatconversation should also be hidden retroactively, so the setting behavesconsistently rather than leaving old read receipts visible",17/Jul/2026 04:45 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,17/Jul/2026 04:45 PM,07/Aug/2026,,
BVA-I75,Read Receipts Toggle UI,"Design where this toggle lives within aconversation's settings/overflow menu, and how the on/off state is communicatedclearly to the user.",17/Jul/2026 04:46 PM,0702,Fortune Okwu,,23/Jul/2026 11:01 AM,Philip Chidera,Done,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I74,Start,21/Jul/2026,07/Aug/2026,,17/Jul/2026 04:46 PM,23/Jul/2026,,
BVA-I76,Per-Conversation Read Receipt Preference & Enforcement,"Store the read-receipt preference perconversation (not app-wide), and ensure the message status logic respects it, withholding or showing ""read"" status accordingly,including the reciprocal hide both ways behavior.",17/Jul/2026 04:46 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I74,Start,21/Jul/2026,07/Aug/2026,,17/Jul/2026 04:46 PM,04/Aug/2026,,
BVA-I77,Read Receipts Toggle Implementation,"Build the toggle UI within conversationsettings, and ensure the chat thread reflects the correct read-statusvisibility (or lack thereof) based on the setting.",17/Jul/2026 04:47 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I74,Start,21/Jul/2026,07/Aug/2026,,17/Jul/2026 04:47 PM,04/Aug/2026,,
BVA-I82,Hamburger Quick Actions Menu,"Asa user, I want a quick menu from the Home screen, so that I can jump toArchive, Appearance, Settings, Help, or Logout without digging through nestedscreens.Acceptance Criteria● Tapping the hamburger icon opens thequick-actions modal● Archive Chats routes to the Archived Chatsscreen ● Appearance routes to the Appearance settingsscreen ● Settings routes to the Settings hub● Help & Support routes to the helpdestination ● Logout requires a confirmation before endingthe session",21/Jul/2026 04:29 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:29 PM,07/Aug/2026,,
BVA-I83,Logout Confirmation Handling,Ensure the existing logout endpoint (fromonboarding's session management work) is reachable and behaves correctly whentriggered from this entry point,21/Jul/2026 04:29 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I82,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:29 PM,03/Aug/2026,,
BVA-I84,Quick Actions Modal & Routing,"Build the modal UI and wire each option to itsdestination screen, including the logout confirmation step",21/Jul/2026 04:30 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I82,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:30 PM,03/Aug/2026,,
BVA-I85,Select Messages Mode: Bulk Delete & Archive (Conversation List),"Asa user, I want to select multiple conversations at once from my chat list, sothat I can delete or archive several conversations in one action instead of oneat a time.Acceptance Criteria● Entering select mode shows a checkbox perconversation row and a selection count● The bulk action bar offers Delete and Archivefor the selected conversations● Deleting selected conversations removes themonly for the user who deleted them, the other participant's copy of eachconversation is unaffected● Archiving selected conversations moves them toArchived Chats ● Tapping the X exits select mode without takingany action",21/Jul/2026 04:32 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:32 PM,07/Aug/2026,,
BVA-I86,Per User Conversation Delete & Archive,"Implement per-user (not shared) delete andarchive semantics for conversations, deleting or archiving must only affectthe acting user's view of the conversation, never the other participant's.",21/Jul/2026 04:33 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I85,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:33 PM,03/Aug/2026,,
BVA-I87,Multi Select UI & Bulk Actions,"Build the select-mode UI (checkboxes,selection count, bulk action bar) and wire Delete/Archive to the backend.",21/Jul/2026 04:33 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I85,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:33 PM,03/Aug/2026,,
BVA-I88,Archived Chats,"Asa user, I want to see and search my archived conversations separately from mymain list, so that my main list stays focused on active conversations withoutlosing old ones.Acceptance Criteria● Archived Chats screen lists archivedconversations with the same row layout as the main list● A dedicated search field filters archivedconversations● Tapping an archived conversation opens itnormally",21/Jul/2026 04:34 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:34 PM,07/Aug/2026,,
BVA-I89,Archived Conversations Fetch & Search,Build the endpoint to fetch a user's archivedconversations and support searching within them.,21/Jul/2026 04:35 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I88,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:35 PM,03/Aug/2026,,
BVA-I90,Archived Chats Screen,"Build the screen, wire the search field, andhandle opening an archived conversation.",21/Jul/2026 04:37 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I88,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:37 PM,03/Aug/2026,,
BVA-I94,Settings Hub,"Asa user, I want a central Settings screen showing my profile and links toaccount-related settings, so that I have one place to manage everything aboutmy account.Acceptance Criteria● Profile photo, name, and username shown at thetop● Rows: Account Information, Appearance, BlockedContacts (with a live count), Notifications, Security, Privacy Policy, AboutBeevia, Help and Support, Logout● Each row routes to its destination screenhttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1180-28165&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 04:46 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:46 PM,07/Aug/2026,,
BVA-I95,Profile Summary & Blocked Count,"Expose the current user's profile summary(photo, name, username) and a live blocked-contacts count for this screen.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1180-28165&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 04:47 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I94,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:47 PM,03/Aug/2026,,
BVA-I96,Settings Hub Screen,Build the screen and wire navigation to eachdestinationhttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1180-28165&t=TaX7HIos2P5TtwmI-4,21/Jul/2026 04:47 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I94,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:47 PM,03/Aug/2026,,
BVA-I97,Account Information: View & Edit Profile,"Asa user, I want to view and edit my account details, so that I can keep myprofile accurate and up to date.Acceptance Criteria● Displays Full Name, Username, Date of Birth,Phone Number, Email Address, Country, Account Type, and Verification Status,plus an editable profile photo● Full Name and Username are directly editable● Phone Number is editable, but requiresre-verification via a new OTP sent to the new number before the change takeseffect● Account Type: for Chat + Banking users, thisis a read-only status display. For Chat Only users, this row is tappable andstarts the upgrade flow into Chat + Banking, re-entering the same KYC/BVNaccount setup used during onboarding● Verification Status is a read-only display",21/Jul/2026 04:49 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:49 PM,07/Aug/2026,,
BVA-I98,Phone Number Change Flow,"Design the ""change phone number""entry screen (enter new number), reusing the existing OTP verificationcomponent for the re-verification step itself.",21/Jul/2026 04:50 PM,0702,Fortune Okwu,,23/Jul/2026 11:01 AM,Philip Chidera,Done,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I97,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:50 PM,23/Jul/2026,,
BVA-I99, Chat Only to Chat + Banking Upgrade Entry,"Design the entry/confirmation screen shownwhen a Chat Only user taps Account Type to upgrade, before they're routed intothe reused KYC/BVN onboarding flow.",21/Jul/2026 04:51 PM,0702,Fortune Okwu,,23/Jul/2026 03:51 PM,Philip Chidera,Done,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I97,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:51 PM,23/Jul/2026,,
BVA-I100,"Profile Edit, Phone Re-Verification & Upgrade Trigger","Build endpoints for editing name/username,changing phone number with OTP re-verification, and triggering thechat-only-to-banking upgrade path (reusing the existing onboardingpath-selection logic, now initiated post-onboarding from Settings).",21/Jul/2026 04:51 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I97,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:51 PM,03/Aug/2026,,
BVA-I101,Account Information Screen,"Build the screen with inline/modal editing foreditable fields, wire the phone re-verification flow, and wire the Account Typeupgrade tap-through for Chat Only users.",21/Jul/2026 04:52 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I97,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 04:52 PM,03/Aug/2026,,
BVA-I102,Blocked Contacts: List & Unblock,"Asa user, I want to see everyone I've blocked and unblock them if I choose, sothat I stay in control of who can reach me.Acceptance Criteria● Lists blocked contacts with avatar, name, andusername● Each row has an Unblock action● Unblocking removes the contact from this listand restores their ability to message or call the user",21/Jul/2026 05:02 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:02 PM,07/Aug/2026,,
BVA-I103,Blocked Contacts List & Unblock,Build the endpoint to list a user's blockedcontacts and the unblock action,21/Jul/2026 05:05 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I102,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:05 PM,04/Aug/2026,,
BVA-I104,Blocked Contacts Screen,Build the list screen and wire the Unblockaction.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1209-29867&t=TaX7HIos2P5TtwmI-4,21/Jul/2026 05:06 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I102,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:06 PM,04/Aug/2026,,
BVA-I105,Notification Settings,"Asa user, I want granular control over which notifications I receive and how, sothat I only get alerted about what matters to me.Acceptance Criteria● Conversations section: toggles for Messages,Voice Calls, Video Calls● Money section: toggles for Money Received,Money Sent, Money Requests, Wallet Activity● Tones section: Notification Sound, CallRingtone, Message Tone — each opens a picker● Feedback section: toggles for Vibration,Keyboard Sounds● Account section: toggles for Security Alerts,Product Updates● Every toggle persists and actually suppressesor enables the corresponding notification type",21/Jul/2026 05:25 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:25 PM,07/Aug/2026,,
BVA-I106,Notification Preference Storage & Enforcement,"Store per-user notification preferences acrossall listed categories, and ensure each notification type checks and respectsthe relevant preference before sending.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1213-32564&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:26 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I105,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:26 PM,04/Aug/2026,,
BVA-I107,Notification Settings Screen,"Build the screen with all toggle groups andtone pickers, wired to the backend preferences.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1213-32564&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:28 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I105,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:28 PM,07/Aug/2026,,
BVA-I108,Chat Overflow Menu,"Asa user, I want quick access to conversation-level actions and info from withina chat, so that I can find contact details, search messages, view shared media,or manage/report the conversation without leaving it.Acceptance Criteria● The overflow (⋮) icon opens a modal with ViewContact, Search, Media, Conversation, and Report● Each option routes to its corresponding screenhttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1076-29175&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:38 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:38 PM,07/Aug/2026,,
BVA-I109,Overflow Menu & Routing,Build the modal UI and wire each option to itsdestination screen.,21/Jul/2026 05:38 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I108,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:38 PM,29/Jul/2026,,
BVA-I110,Contact Profile (View Contact),"Asa user, I want to view a contact's profile from within our conversation, sothat I can see their details and quickly message, call, or manage therelationship without losing the chat context.Acceptance Criteria● Shows avatar, name, username, and anonline-status indicator● Message, Call, and Video quick-action buttons● Phone Number and Joined date displayed● Media row shows a count and opens the SharedMedia viewer● Send Money, Request Money, and Payment Historyrows are present● Mute Notifications toggle● Block Contact routes to the block confirmationhttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1115-33648&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:42 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:42 PM,07/Aug/2026,,
BVA-I111,Contact Profile Summary,"Build the endpoint returning a contact'sprofile summary for this screen, including media count and payment historycount.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1115-33648&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:42 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I110,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:42 PM,04/Aug/2026,,
BVA-I112,Contact Profile Screen,"Build the screen and wire all actions(message, call, video, mute, block, media, payment history).https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1115-33648&t=YIxe0csZ3Ev1HNUs-4",21/Jul/2026 05:43 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I110,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:43 PM,04/Aug/2026,,
BVA-I113,In-Conversation Search,"Asa user, I want to search within a specific conversation, so that I can quicklyfind a message, payment, or file without scrolling back manually.Acceptance Criteria● Search field with All / Messages / Payments /Files filter tabs● Typing highlights matching text inline withinthe conversation results● A result count and up/down navigation (e.g.""1 of 2"") lets the user step between matches● Clearing the search field resets the viewhttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1406-36977&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:44 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:44 PM,07/Aug/2026,,
BVA-I114,Conversation-Scoped Search,"Build a message search endpoint scoped to asingle conversation, filterable by type (messages, payments, files).https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1406-36977&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:45 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I113,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:45 PM,05/Aug/2026,,
BVA-I115,"Search UI, Highlighting & Navigation","Build the search bar, filter tabs, inlinehighlighting of matches, and up/down result navigation.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1406-36977&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:45 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I113,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:45 PM,04/Aug/2026,,
BVA-I116,"Shared Media, Documents & Links Viewer","Asa user, I want to browse all the photos, documents, and links shared in aconversation in one place, so that I don't have to scroll back through thewhole chat history to find something that was shared earlier.Acceptance Criteria● Three tabs: Media (photo grid), Documents(list with filename, size, date), Links (list with title, URL, date)● Tapping an item opens or previews ithttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1418-40794&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:46 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:46 PM,07/Aug/2026,,
BVA-I117,Shared Content Fetch by Category,"Build the endpoint to fetch a conversation'sshared media, documents, and links, categorized by type.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1418-40794&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:47 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I116,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:47 PM,04/Aug/2026,,
BVA-I118,Tabbed Media/Documents/Links Screen,"Build the tabbed screen with grid and listlayouts, and handle opening/previewing each item type.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1418-40794&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:48 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I116,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:48 PM,04/Aug/2026,,
BVA-I119,Conversation Settings,"Asa user, I want a dedicated settings panel for each conversation, so that I cancontrol privacy and manage that specific chat's data independently from myother conversations.Acceptance Criteria● Read Receipt toggle, per conversation● Clear Chats routes to the clear confirmation ● Export Chats routes to the export confirmation● Mute Notifications toggle● Block Contact routes to the block confirmationhttps://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1479-42857&t=TaX7HIos2P5TtwmI-4",21/Jul/2026 05:50 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:50 PM,07/Aug/2026,,
BVA-I120,Conversation Settings Screen,Build this settings screen and wire each rowto its corresponding toggle or destination.https://www.figma.com/design/rgoYXchj9GTX4LkTELR0cb/BEEVIA?node-id=1479-42857&t=TaX7HIos2P5TtwmI-4,21/Jul/2026 05:50 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I119,Start,21/Jul/2026,07/Aug/2026,,21/Jul/2026 05:50 PM,04/Aug/2026,,
BVA-I121,Clear Chat ,"Asa user, I want to clear all messages in a conversation from my device, so thatI can free up space or start fresh, without affecting what the other personsees on their end.Acceptance Criteria● Confirmation sheet reads: ""Remove allmessages from this device.""● Clear Chat proceeds with the local clear;Cancel dismisses with no action● This only affects the acting user's own copyof the conversation",22/Jul/2026 12:01 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:01 PM,07/Aug/2026,,
BVA-I122,Per-User Clear Semantics,"Implement a per-user clear marker (e.g. a""cleared before"" timestamp) so the conversation appears empty forthis user without affecting the other participant, and so re-syncing on a newdevice doesn't restore cleared messages.",22/Jul/2026 12:04 PM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I121,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:04 PM,04/Aug/2026,,
BVA-I123,Clear Chat Confirmation & Action,Build the confirmation sheet and wire theclear action.,22/Jul/2026 12:05 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I121,Start,21/Jul/2026,07/Aug/2026,,22/Jul/2026 12:05 PM,06/Aug/2026,,
