Team Name,blomgram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Name,Beevia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported By,Victor Peynado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,17/Aug/2026 09:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter,Sprints Contains 08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Id,Item Name,Description,Created On,Sprint,Created by,Tags,Completed On,Assignee,Status,Epic,Item Type,Priority,Start Date,End Date,Start After,Duration,Estimation Points,Release,Total Workhours,Work hours per owner,Work hours type,Parent Id,Sprint Type,Sprint Start Date,Sprint End Date,Comments,Created Time,Last Modified,Blocked by,Blocked On
BVA-I217,"Per-Message Auto-Translation & ""View Original"" Toggle","Asa user in a conversation with translation active, I want messages to showtranslated automatically, with an easy way to see the original text for anymessage.Acceptance Criteria● Within a conversation where translation isactive (app-wide default or a conversation override, and not set to""Off""), incoming messages display translated automatically● Each translated message shows anicon/affordance to toggle and view the original, untranslated text● The toggle is per-message and doesn't affectany other message",11/Aug/2026 07:37 PM,08-01,Fortune Okwu,,,"Philip Chidera, Ayomikun Araoye",To do,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,11/Aug/2026,28/Aug/2026,,11/Aug/2026 07:37 PM,11/Aug/2026,,
BVA-I218,Live Auto-Translation in Conversations,"Extend language integration so translation isactually applied automatically to real messages in active conversations,respecting language preference precedence rules.",11/Aug/2026 07:38 PM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I217,Start,11/Aug/2026,28/Aug/2026,,11/Aug/2026 07:38 PM,11/Aug/2026,,
BVA-I219,Translated Bubble & View-Original Toggle,Design the translated message andthe per-message original-text toggle.,11/Aug/2026 07:39 PM,08-01,Fortune Okwu,,,Philip Chidera,To do,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I217,Start,11/Aug/2026,28/Aug/2026,,11/Aug/2026 07:39 PM,11/Aug/2026,,
BVA-I220,Wallet Balance & Transaction History ,"Asa Support or Compliance admin viewing a user's account, I want to see theirreal wallet balance and full transaction history, so I can actually answerquestions about their money instead of relying on a coarse status label.Acceptance Criteria● New Wallet section on the Customer Detail Pageshowing the user's current real balance● A full, paginated transaction list: type(wallet funding, P2P send/receive, external transfer, card spend), amount,counterparty where applicable, status, timestamp● Filterable by transaction type and date range,consistent with filtering patterns already used elsewhere in the admindashboard",12/Aug/2026 07:09 PM,08-01,Fortune Okwu,,,"Promise Udo, Ayomikun Araoye",To do,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,11/Aug/2026,28/Aug/2026,,12/Aug/2026 07:09 PM,13/Aug/2026,,
BVA-I221,Wallet Summary & Transaction History Endpoint,"Build admin-facing endpoints exposing a user'swallet balance and paginated transaction history, reading from the ledger",12/Aug/2026 07:10 PM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I220,Start,11/Aug/2026,28/Aug/2026,,12/Aug/2026 07:10 PM,13/Aug/2026,,
BVA-I222,Pending Transfer Investigation Tooling,"Asa Support admin, when a user reports a stuck or missing transfer, I want tolook up that specific transfer and see exactly what state it's in, so I canresolve the complaint instead of escalating blindly.Acceptance Criteria● Look up a specific transfer by user, daterange, or transaction reference/ID● Show its full state: current status (pending /accepted / declined / auto-refunded / failed), time remaining if still pending,and resolution timestamp and method● A dedicated view surfacing transfers that arepending well past the 24-hour window with no resolution, this will be the earliest,most concrete signal the auto-refund job may have silently failed in production",12/Aug/2026 07:12 PM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,11/Aug/2026,28/Aug/2026,,12/Aug/2026 07:12 PM,13/Aug/2026,,
BVA-I223,Transfer Status Lookup & Overdue-Pending Query,"Expose admin endpoints for transfer statuslookup, plus a specific query for transfers pending past 24 hours with noresolution.",12/Aug/2026 07:14 PM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I222,Start,11/Aug/2026,28/Aug/2026,,12/Aug/2026 07:14 PM,13/Aug/2026,,
BVA-I224, Anchor Reconciliation View,"AsCompliance or a backend-savvy admin, I want to compare Beevia's internal walletledger against Anchor's own transaction records, so discrepancies get caughtbefore they become a real financial or regulatory problem.Acceptance Criteria● Compare Beevia-recorded transactions againstAnchor's transaction records for a given period or specific user● Clearly surface mismatches: present in onesystem but not the other, or an amount mismatch between the two",12/Aug/2026 07:16 PM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,11/Aug/2026,28/Aug/2026,,12/Aug/2026 07:16 PM,13/Aug/2026,,
BVA-I225,Reconciliation Logic,Build the comparison logic pulling fromAnchor's transaction API and Beevia's own ledger.,12/Aug/2026 07:16 PM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I224,Start,11/Aug/2026,28/Aug/2026,,12/Aug/2026 07:16 PM,13/Aug/2026,,
BVA-I226,Dashboard Home - Recent Activity Feed,"Asan admin, I want to see a feed of recent notable activity across the admintool, so I have situational awareness without going through each module's ownhistory separately.Acceptance Criteria● A single, chronological feed combining recentevents already logged elsewhere in the system: admin invites sent, roleassignments changed, admin account deactivate/reactivate actions, and userstatus changes ● Each feed item links directly to the relevantrecord - e.g. clicking a ""User suspended"" event opens that user'sCustomer Detail Page● Respects the same permission-gating, an admin never sees a feed item from a module they don't have view access to",13/Aug/2026 07:26 AM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,Admin,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,11/Aug/2026,28/Aug/2026,,13/Aug/2026 07:26 AM,13/Aug/2026,,
BVA-I227,Unified Activity Feed Endpoint,Build an endpoint that queries and mergesrecent events from the relevant existing action/audit sources into onetime-ordered feed.,13/Aug/2026 07:27 AM,08-01,Fortune Okwu,,,Ayomikun Araoye,To do,Admin,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I226,Start,11/Aug/2026,28/Aug/2026,,13/Aug/2026 07:27 AM,13/Aug/2026,,
